ngram,count,label,n
dilators,3,REJECT,1
powerlessness,3,REJECT,1
sexist,3,REJECT,1
patriarchal,3,REJECT,1
demonstrated,3,REJECT,1
producers,3,REJECT,1
wealth,3,REJECT,1
adjacent,3,REJECT,1
gandhi,3,REJECT,1
economics,3,REJECT,1
gandhi's,3,REJECT,1
contraception,3,REJECT,1
seed,3,REJECT,1
literally,3,REJECT,1
discourage,3,REJECT,1
endometriosis,3,REJECT,1
notions,3,REJECT,1
bones,3,REJECT,1
er,3,REJECT,1
jorge,3,REJECT,1
carbohydrates,3,REJECT,1
charlie,3,REJECT,1
godless,3,REJECT,1
podcast,3,REJECT,1
actor,3,REJECT,1
hollywood,3,REJECT,1
hundreds,3,REJECT,1
dan,3,REJECT,1
harmonic,3,REJECT,1
seasonal,3,REJECT,1
hire,3,REJECT,1
fats,3,REJECT,1
chips,3,REJECT,1
wets,3,REJECT,1
thou,3,REJECT,1
brothers,3,REJECT,1
suspicions,3,REJECT,1
document,3,REJECT,1
conceal,3,REJECT,1
implants,3,REJECT,1
replacing,3,REJECT,1
incomplete,3,REJECT,1
swallow,3,REJECT,1
regurgitates,3,REJECT,1
meal,3,REJECT,1
preceding,3,REJECT,1
secretion,3,REJECT,1
ingest,3,REJECT,1
conjunction,3,REJECT,1
beat,3,REJECT,1
offices,3,REJECT,1
starve,3,REJECT,1
underweight,3,REJECT,1
tear,3,REJECT,1
esophagus,3,REJECT,1
tooth,3,REJECT,1
injuring,3,REJECT,1
ketones,3,REJECT,1
november,3,REJECT,1
metabolism,3,REJECT,1
proving,3,REJECT,1
dangerously,3,REJECT,1
diabetic,3,REJECT,1
ketoacidosis,3,REJECT,1
dysmorphic,3,REJECT,1
geographic,3,REJECT,1
lightly,3,REJECT,1
tan,3,REJECT,1
le,3,REJECT,1
objectively,3,REJECT,1
pinpoint,3,REJECT,1
pddr,3,REJECT,1
friday,3,REJECT,1
kleptomaniacs,3,REJECT,1
remorse,3,REJECT,1
membranes,3,REJECT,1
blasphemy,3,REJECT,1
scalp,3,REJECT,1
consciously,3,REJECT,1
bald,3,REJECT,1
billed,3,REJECT,1
pieces,3,REJECT,1
wendy,3,REJECT,1
microcharges,3,REJECT,1
conspiracy,3,REJECT,1
monomial,3,REJECT,1
theoretical,3,REJECT,1
hawking,3,REJECT,1
turbine,3,REJECT,1
rebuked,3,REJECT,1
exchanger,3,REJECT,1
restriction,3,REJECT,1
districts,3,REJECT,1
logo,3,REJECT,1
perceptual,3,REJECT,1
allergy,3,REJECT,1
reactivity,3,REJECT,1
fifteen,3,REJECT,1
uti,3,REJECT,1
initiating,3,REJECT,1
negativism,3,REJECT,1
du,3,REJECT,1
mus,3,REJECT,1
vous,3,REJECT,1
entender,3,REJECT,1
traced,3,REJECT,1
culturally,3,REJECT,1
okazaki,3,REJECT,1
tau,3,REJECT,1
plaques,3,REJECT,1
subcortical,3,REJECT,1
easiest,3,REJECT,1
recognised,3,REJECT,1
mistrust,3,REJECT,1
ss,3,REJECT,1
vietnam,3,REJECT,1
communism,3,REJECT,1
perceiving,3,REJECT,1
erotomanic,3,REJECT,1
annoyed,3,REJECT,1
graduate,3,REJECT,1
applicant's,3,REJECT,1
schizoappective,3,REJECT,1
distortions,3,REJECT,1
radial,3,REJECT,1
inflated,3,REJECT,1
fever,3,REJECT,1
sore,3,REJECT,1
christians,3,REJECT,1
congruent,3,REJECT,1
vertices,3,REJECT,1
chloroplast,3,REJECT,1
ordering,3,REJECT,1
behaved,3,REJECT,1
wash,3,REJECT,1
arranged,3,REJECT,1
calculateperimeter,3,REJECT,1
calculatearea,3,REJECT,1
clone,3,REJECT,1
instant,3,REJECT,1
spontaneous,3,REJECT,1
parasitism,3,REJECT,1
infestation,3,REJECT,1
combined,3,REJECT,1
sizes,3,REJECT,1
swollen,3,REJECT,1
livewell,3,REJECT,1
emotionalhealth,3,REJECT,1
aspx,3,REJECT,1
stunkel,3,REJECT,1
spends,3,REJECT,1
eater,3,REJECT,1
kleptomania,3,REJECT,1
denominator,3,REJECT,1
stick,3,REJECT,1
beams,3,REJECT,1
urgent,3,REJECT,1
ganglia,3,REJECT,1
13pt,3,REJECT,1
biofeedback,3,REJECT,1
negext,3,REJECT,1
mismatch,3,REJECT,1
orientations,3,REJECT,1
mutually,3,REJECT,1
economically,3,REJECT,1
chaos,3,REJECT,1
defenses,3,REJECT,1
ropes,3,REJECT,1
knowingly,3,REJECT,1
doctrines,3,REJECT,1
rightleftarrows,3,REJECT,1
threshold,3,REJECT,1
wires,3,REJECT,1
mucous,3,REJECT,1
ovarian,3,REJECT,1
pot,3,REJECT,1
hyperactive,3,REJECT,1
tuesday,3,REJECT,1
firebug,3,REJECT,1
pizzas,3,REJECT,1
thrash,3,REJECT,1
sleepwalking,3,REJECT,1
wednesday,3,REJECT,1
club,3,REJECT,1
realm,3,REJECT,1
loudspeaker,3,REJECT,1
risers,3,REJECT,1
pray,3,REJECT,1
amphetamines,3,REJECT,1
inpatient,3,REJECT,1
outpatient,3,REJECT,1
accelerator,3,REJECT,1
salts,3,REJECT,1
hardship,3,REJECT,1
stis,3,REJECT,1
quarterly,3,REJECT,1
community's,3,REJECT,1
jong,3,REJECT,1
neuroscience,3,REJECT,1
aug,3,REJECT,1
charging,3,REJECT,1
glasses,3,REJECT,1
pseudomedicacy,3,REJECT,1
p1606268,3,REJECT,1
satisfies,3,REJECT,1
resistivity,3,REJECT,1
roman,3,REJECT,1
nutritive,3,REJECT,1
mw,3,REJECT,1
dirt,3,REJECT,1
eaten,3,REJECT,1
gerd,3,REJECT,1
abbreviation,3,REJECT,1
urinated,3,REJECT,1
wet,3,REJECT,1
neighbor,3,REJECT,1
nick,3,REJECT,1
scotland,3,REJECT,1
macduff,3,REJECT,1
revenge,3,REJECT,1
c1,3,REJECT,1
c2,3,REJECT,1
constipated,3,REJECT,1
toileting,3,REJECT,1
feces,3,REJECT,1
hbr,3,REJECT,1
risperidone,3,REJECT,1
apropine,3,REJECT,1
cluster,3,REJECT,1
grooming,3,REJECT,1
ownership,3,REJECT,1
furedy,3,REJECT,1
amortization,3,REJECT,1
earthesay,3,REJECT,1
deceased,3,REJECT,1
impostor,3,REJECT,1
refrain,3,REJECT,1
jewelry,3,REJECT,1
ulcer,3,REJECT,1
cigarette,3,REJECT,1
2000s,3,REJECT,1
accordingly,3,REJECT,1
payload,3,REJECT,1
orbit,3,REJECT,1
sidewalk,3,REJECT,1
interpreting,3,REJECT,1
dysarthria,3,REJECT,1
pathologists,3,REJECT,1
dyslalia,3,REJECT,1
provoke,2,REJECT,1
disenfranchisement,2,REJECT,1
representative,2,REJECT,1
updated,2,REJECT,1
psychodynamic,2,REJECT,1
phobos,2,REJECT,1
titles,2,REJECT,1
shrinking,2,REJECT,1
oxford,2,REJECT,1
agoraphobic,2,REJECT,1
australia,2,REJECT,1
stimulate,2,REJECT,1
potentials,2,REJECT,1
occupies,2,REJECT,1
efficacy,2,REJECT,1
16x,2,REJECT,1
asymptote,2,REJECT,1
vibrating,2,REJECT,1
averages,2,REJECT,1
gallons,2,REJECT,1
mile,2,REJECT,1
circumstance,2,REJECT,1
detachment,2,REJECT,1
chills,2,REJECT,1
declarative,2,REJECT,1
bankrupt,2,REJECT,1
pounding,2,REJECT,1
exhausting,2,REJECT,1
reprimand,2,REJECT,1
workload,2,REJECT,1
conducive,2,REJECT,1
concise,2,REJECT,1
crippling,2,REJECT,1
suffix,2,REJECT,1
kindergarten,2,REJECT,1
barely,2,REJECT,1
alleviated,2,REJECT,1
freeze,2,REJECT,1
communicator,2,REJECT,1
theorists,2,REJECT,1
comfortably,2,REJECT,1
reactor,2,REJECT,1
criticizing,2,REJECT,1
ostracizing,2,REJECT,1
prompt,2,REJECT,1
listeners,2,REJECT,1
writers,2,REJECT,1
passion,2,REJECT,1
communicative,2,REJECT,1
characterful,2,REJECT,1
twentieth,2,REJECT,1
labels,2,REJECT,1
official,2,REJECT,1
inspiration,2,REJECT,1
retraining,2,REJECT,1
bedroom,2,REJECT,1
runner,2,REJECT,1
kilometers,2,REJECT,1
heater,2,REJECT,1
citizenship,2,REJECT,1
yesterday,2,REJECT,1
watched,2,REJECT,1
chicken,2,REJECT,1
embryo,2,REJECT,1
dm,2,REJECT,1
neutron,2,REJECT,1
atrophy,2,REJECT,1
logarithms,2,REJECT,1
accumulated,2,REJECT,1
promotional,2,REJECT,1
dataoutputstream,2,REJECT,1
deviations,2,REJECT,1
lane,2,REJECT,1
overlapping,2,REJECT,1
eutectoid,2,REJECT,1
confabulation,2,REJECT,1
german,2,REJECT,1
literature,2,REJECT,1
capability,2,REJECT,1
ba,2,REJECT,1
homeostasis,2,REJECT,1
neda,2,REJECT,1
jama,2,REJECT,1
minority,2,REJECT,1
selves,2,REJECT,1
chronically,2,REJECT,1
singular,2,REJECT,1
insights,2,REJECT,1
suicides,2,REJECT,1
lowered,2,REJECT,1
dysregulation,2,REJECT,1
worthless,2,REJECT,1
recession,2,REJECT,1
kcl,2,REJECT,1
vacation,2,REJECT,1
psia,2,REJECT,1
exergy,2,REJECT,1
formerly,2,REJECT,1
alkaline,2,REJECT,1
electricity,2,REJECT,1
gases,2,REJECT,1
buffer,2,REJECT,1
cacl,2,REJECT,1
remission,2,REJECT,1
disfavor,2,REJECT,1
hardships,2,REJECT,1
tragedies,2,REJECT,1
punishable,2,REJECT,1
forgiving,2,REJECT,1
fry,2,REJECT,1
packages,2,REJECT,1
underdeveloped,2,REJECT,1
alternating,2,REJECT,1
psychopharmacologist,2,REJECT,1
anticonvulsants,2,REJECT,1
regimen,2,REJECT,1
controversy,2,REJECT,1
reuptake,2,REJECT,1
nouns,2,REJECT,1
adjectives,2,REJECT,1
adverbs,2,REJECT,1
imaginative,2,REJECT,1
sorts,2,REJECT,1
connects,2,REJECT,1
energized,2,REJECT,1
comic,2,REJECT,1
upbeat,2,REJECT,1
signed,2,REJECT,1
arts,2,REJECT,1
specialize,2,REJECT,1
assessments,2,REJECT,1
altering,2,REJECT,1
promiscuity,2,REJECT,1
edge,2,REJECT,1
subtle,2,REJECT,1
intend,2,REJECT,1
exceeds,2,REJECT,1
10m,2,REJECT,1
pollution,2,REJECT,1
outdoors,2,REJECT,1
consecutive,2,REJECT,1
diagonal,2,REJECT,1
abcd,2,REJECT,1
penalty,2,REJECT,1
shouting,2,REJECT,1
freak,2,REJECT,1
hurts,2,REJECT,1
dogs,2,REJECT,1
cats,2,REJECT,1
allowance,2,REJECT,1
caldemeyer,2,REJECT,1
conceptual,2,REJECT,1
normalcy,2,REJECT,1
disables,2,REJECT,1
historical,2,REJECT,1
nt,2,REJECT,1
catching,2,REJECT,1
caries,2,REJECT,1
aspiration,2,REJECT,1
nasal,2,REJECT,1
carriers,2,REJECT,1
foster,2,REJECT,1
dehumanizes,2,REJECT,1
institutionalization,2,REJECT,1
consequently,2,REJECT,1
eyesight,2,REJECT,1
phonetics,2,REJECT,1
sine,2,REJECT,1
misunderstand,2,REJECT,1
flood,2,REJECT,1
misperceptions,2,REJECT,1
honour,2,REJECT,1
regarded,2,REJECT,1
wherever,2,REJECT,1
prolong,2,REJECT,1
syllables,2,REJECT,1
personhood,2,REJECT,1
misplaced,2,REJECT,1
interruptions,2,REJECT,1
cognates,2,REJECT,1
stars,2,REJECT,1
complaining,2,REJECT,1
softener,2,REJECT,1
forest,2,REJECT,1
pigs,2,REJECT,1
pause,2,REJECT,1
polite,2,REJECT,1
emphasis,2,REJECT,1
perfection,2,REJECT,1
marginalizes,2,REJECT,1
underconfident,2,REJECT,1
stammerer,2,REJECT,1
watchdog,2,REJECT,1
btk,2,REJECT,1
charming,2,REJECT,1
grown,2,REJECT,1
youth,2,REJECT,1
rivalry,2,REJECT,1
contest,2,REJECT,1
questioned,2,REJECT,1
hesitant,2,REJECT,1
murderpedia,2,REJECT,1
nov,2,REJECT,1
appositive,2,REJECT,1
everywhere,2,REJECT,1
musical,2,REJECT,1
obviously,2,REJECT,1
walker,2,REJECT,1
arthritis,2,REJECT,1
clubs,2,REJECT,1
roller,2,REJECT,1
desperately,2,REJECT,1
wondering,2,REJECT,1
europeans,2,REJECT,1
soils,2,REJECT,1
vegetation,2,REJECT,1
lumber,2,REJECT,1
ski,2,REJECT,1
nuanced,2,REJECT,1
ionization,2,REJECT,1
radii,2,REJECT,1
pathways,2,REJECT,1
damaged,2,REJECT,1
unsupportive,2,REJECT,1
articulating,2,REJECT,1
sugary,2,REJECT,1
berkeley,2,REJECT,1
competing,2,REJECT,1
traded,2,REJECT,1
eso,2,REJECT,1
parabola,2,REJECT,1
swearing,2,REJECT,1
feasible,2,REJECT,1
probable,2,REJECT,1
lawful,2,REJECT,1
distances,2,REJECT,1
victory,2,REJECT,1
lllllllllll,2,REJECT,1
outlier,2,REJECT,1
variances,2,REJECT,1
statistic,2,REJECT,1
accomplishment,2,REJECT,1
genome,2,REJECT,1
yeast,2,REJECT,1
alkali,2,REJECT,1
slowdown,2,REJECT,1
cent,2,REJECT,1
scheduled,2,REJECT,1
expire,2,REJECT,1
essentially,2,REJECT,1
closure,2,REJECT,1
unstretched,2,REJECT,1
beneath,2,REJECT,1
psychoactive,2,REJECT,1
portraying,2,REJECT,1
misrepresenting,2,REJECT,1
isosceles,2,REJECT,1
cm2,2,REJECT,1
spinner,2,REJECT,1
dexterity,2,REJECT,1
polymer,2,REJECT,1
sociodemographic,2,REJECT,1
italy,2,REJECT,1
dp,2,REJECT,1
spa,2,REJECT,1
conscientiousness,2,REJECT,1
conscientious,2,REJECT,1
peculiar,2,REJECT,1
boundary,2,REJECT,1
island,2,REJECT,1
singers,2,REJECT,1
slip,2,REJECT,1
tires,2,REJECT,1
papers,2,REJECT,1
replication,2,REJECT,1
crystal,2,REJECT,1
plenty,2,REJECT,1
abort,2,REJECT,1
sinned,2,REJECT,1
egg,2,REJECT,1
anode,2,REJECT,1
cathode,2,REJECT,1
benzene,2,REJECT,1
rings,2,REJECT,1
sided,2,REJECT,1
hammerhead,2,REJECT,1
viral,2,REJECT,1
contaminated,2,REJECT,1
absurd,2,REJECT,1
mothers,2,REJECT,1
gravitation,2,REJECT,1
conveying,2,REJECT,1
valves,2,REJECT,1
edged,2,REJECT,1
installed,2,REJECT,1
atlanta,2,REJECT,1
chicago,2,REJECT,1
neighboring,2,REJECT,1
happily,2,REJECT,1
boring,2,REJECT,1
guardians,2,REJECT,1
conceive,2,REJECT,1
stretches,2,REJECT,1
escalating,2,REJECT,1
nowadays,2,REJECT,1
cords,2,REJECT,1
fired,2,REJECT,1
modifying,2,REJECT,1
decent,2,REJECT,1
shout,2,REJECT,1
interfering,2,REJECT,1
nonrhythmic,2,REJECT,1
eastern,2,REJECT,1
revise,2,REJECT,1
coat,2,REJECT,1
conveys,2,REJECT,1
voter,2,REJECT,1
fraud,2,REJECT,1
backed,2,REJECT,1
destined,2,REJECT,1
idiot,2,REJECT,1
classrooms,2,REJECT,1
amazing,2,REJECT,1
learner,2,REJECT,1
brainstorming,2,REJECT,1
imaginations,2,REJECT,1
diagrams,2,REJECT,1
simpler,2,REJECT,1
intellectually,2,REJECT,1
fluent,2,REJECT,1
phones,2,REJECT,1
catalyst,2,REJECT,1
subjugate,2,REJECT,1
dispelling,2,REJECT,1
washington,2,REJECT,1
scans,2,REJECT,1
experiments,2,REJECT,1
scan,2,REJECT,1
peoples,2,REJECT,1
temporal,2,REJECT,1
decode,2,REJECT,1
teller,2,REJECT,1
clips,2,REJECT,1
resilient,2,REJECT,1
revelation,2,REJECT,1
hinders,2,REJECT,1
hell,2,REJECT,1
buttons,2,REJECT,1
prefers,2,REJECT,1
cashier,2,REJECT,1
optimal,2,REJECT,1
reputation,2,REJECT,1
jurisdictions,2,REJECT,1
athletes,2,REJECT,1
multitask,2,REJECT,1
authors,2,REJECT,1
panther,2,REJECT,1
draws,2,REJECT,1
cartoons,2,REJECT,1
hydraulic,2,REJECT,1
exerts,2,REJECT,1
glad,2,REJECT,1
fathom,2,REJECT,1
downs,2,REJECT,1
disguise,2,REJECT,1
bodied,2,REJECT,1
testament,2,REJECT,1
mathematically,2,REJECT,1
lucky,2,REJECT,1
impacted,2,REJECT,1
overtime,2,REJECT,1
bombarded,2,REJECT,1
efficiently,2,REJECT,1
clocks,2,REJECT,1
digital,2,REJECT,1
collages,2,REJECT,1
professors,2,REJECT,1
universities,2,REJECT,1
enshrined,2,REJECT,1
electronic,2,REJECT,1
translate,2,REJECT,1
defeat,2,REJECT,1
equitable,2,REJECT,1
influential,2,REJECT,1
maxima,2,REJECT,1
minima,2,REJECT,1
inflection,2,REJECT,1
manifested,2,REJECT,1
encountered,2,REJECT,1
surprise,2,REJECT,1
keyboards,2,REJECT,1
keyboard,2,REJECT,1
dysgraphics,2,REJECT,1
technologies,2,REJECT,1
appease,2,REJECT,1
amending,2,REJECT,1
oversleep,2,REJECT,1
groggy,2,REJECT,1
unexpectedly,2,REJECT,1
rewarding,2,REJECT,1
traumas,2,REJECT,1
minimal,2,REJECT,1
attendance,2,REJECT,1
appointments,2,REJECT,1
upstairs,2,REJECT,1
isopropyl,2,REJECT,1
vehicle,2,REJECT,1
streets,2,REJECT,1
sim,2,REJECT,1
frequencies,2,REJECT,1
situated,2,REJECT,1
ell,2,REJECT,1
supplying,2,REJECT,1
minerals,2,REJECT,1
b12,2,REJECT,1
parkinson's,2,REJECT,1
tricky,2,REJECT,1
iceberg,2,REJECT,1
blast,2,REJECT,1
world's,2,REJECT,1
explosive,2,REJECT,1
astronaut,2,REJECT,1
rms,2,REJECT,1
wafer,2,REJECT,1
declining,2,REJECT,1
colonial,2,REJECT,1
lava,2,REJECT,1
grader,2,REJECT,1
template,2,REJECT,1
autoimmune,2,REJECT,1
narcoleptic,2,REJECT,1
bouts,2,REJECT,1
hypothalamus,2,REJECT,1
experimental,2,REJECT,1
diffusion,2,REJECT,1
intermediate,2,REJECT,1
kit,2,REJECT,1
frictionless,2,REJECT,1
explodes,2,REJECT,1
equating,2,REJECT,1
cpap,2,REJECT,1
missionaries,2,REJECT,1
headed,2,REJECT,1
ordained,2,REJECT,1
journeys,2,REJECT,1
trader,2,REJECT,1
wisconsin,2,REJECT,1
sailing,2,REJECT,1
prompted,2,REJECT,1
jaques,2,REJECT,1
dialogue,2,REJECT,1
prelinguistic,2,REJECT,1
pursuit,2,REJECT,1
chased,2,REJECT,1
teenager,2,REJECT,1
businessman,2,REJECT,1
synchronization,2,REJECT,1
thalamus,2,REJECT,1
nbm,2,REJECT,1
introduce,2,REJECT,1
hypnic,2,REJECT,1
arousals,2,REJECT,1
cin,2,REJECT,1
rising,2,REJECT,1
abruptly,2,REJECT,1
gather,2,REJECT,1
estimates,2,REJECT,1
forests,2,REJECT,1
revolutions,2,REJECT,1
sn,2,REJECT,1
expects,2,REJECT,1
exceeding,2,REJECT,1
companion,2,REJECT,1
shadows,2,REJECT,1
titled,2,REJECT,1
intensify,2,REJECT,1
booths,2,REJECT,1
pro,2,REJECT,1
companions,2,REJECT,1
impending,2,REJECT,1
premiums,2,REJECT,1
worsening,2,REJECT,1
fifthly,2,REJECT,1
fainting,2,REJECT,1
anytime,2,REJECT,1
teen,2,REJECT,1
allies,2,REJECT,1
twins,2,REJECT,1
candles,2,REJECT,1
disposition,2,REJECT,1
elsewhere,2,REJECT,1
confuse,2,REJECT,1
explode,2,REJECT,1
shocking,2,REJECT,1
outgoing,2,REJECT,1
nursery,2,REJECT,1
tables,2,REJECT,1
inhibits,2,REJECT,1
totally,2,REJECT,1
evaluations,2,REJECT,1
redox,2,REJECT,1
mno,2,REJECT,1
mtext,2,REJECT,1
basically,2,REJECT,1
nonsense,2,REJECT,1
secretive,2,REJECT,1
unexplained,2,REJECT,1
branch,2,REJECT,1
currents,2,REJECT,1
glimmer,2,REJECT,1
assign,2,REJECT,1
forgetfulness,2,REJECT,1
xylem,2,REJECT,1
pathway,2,REJECT,1
evaporating,2,REJECT,1
transported,2,REJECT,1
phloem,2,REJECT,1
clockwise,2,REJECT,1
communist,2,REJECT,1
eigenvalues,2,REJECT,1
hoch,2,REJECT,1
isopropanol,2,REJECT,1
25x,2,REJECT,1
micrographs,2,REJECT,1
micrograph,2,REJECT,1
demonstrates,2,REJECT,1
4a,2,REJECT,1
bb,2,REJECT,1
aa,2,REJECT,1
pdf,2,REJECT,1
intentioned,2,REJECT,1
justifiable,2,REJECT,1
manometer,2,REJECT,1
pulse,2,REJECT,1
crush,2,REJECT,1
tragic,2,REJECT,1
thomas,2,REJECT,1
cooler,2,REJECT,1
beverage,2,REJECT,1
appeal,2,REJECT,1
beer,2,REJECT,1
delicious,2,REJECT,1
cup,2,REJECT,1
converse,2,REJECT,1
tour,2,REJECT,1
combining,2,REJECT,1
ie,2,REJECT,1
jung,2,REJECT,1
inspector,2,REJECT,1
mom's,2,REJECT,1
11th,2,REJECT,1
apartment,2,REJECT,1
girlfriend,2,REJECT,1
dificult,2,REJECT,1
stigmatizes,2,REJECT,1
enthusiasm,2,REJECT,1
motivations,2,REJECT,1
atmosphere,2,REJECT,1
blackbody,2,REJECT,1
command,2,REJECT,1
contradicts,2,REJECT,1
leadership,2,REJECT,1
follower,2,REJECT,1
she's,2,REJECT,1
bonus,2,REJECT,1
bonuses,2,REJECT,1
shampoo,2,REJECT,1
bricks,2,REJECT,1
mortar,2,REJECT,1
subscribers,2,REJECT,1
proclamation,2,REJECT,1
pointer,2,REJECT,1
dates,2,REJECT,1
manners,2,REJECT,1
greeting,2,REJECT,1
greet,2,REJECT,1
shake,2,REJECT,1
shoppers,2,REJECT,1
flush,2,REJECT,1
parents',2,REJECT,1
burnout,2,REJECT,1
assisted,2,REJECT,1
sloping,2,REJECT,1
lay,2,REJECT,1
wheelchairs,2,REJECT,1
wheelchair,2,REJECT,1
celebrating,2,REJECT,1
discouraged,2,REJECT,1
completion,2,REJECT,1
retarded,2,REJECT,1
unfortunate,2,REJECT,1
dodd,2,REJECT,1
carbocation,2,REJECT,1
stabilize,2,REJECT,1
pursue,2,REJECT,1
down's,2,REJECT,1
sen,2,REJECT,1
brainiest,2,REJECT,1
acompany,2,REJECT,1
workplaces,2,REJECT,1
bullies,2,REJECT,1
humanity's,2,REJECT,1
establishes,2,REJECT,1
deposits,2,REJECT,1
volcanic,2,REJECT,1
historically,2,REJECT,1
arrogant,2,REJECT,1
narrow,2,REJECT,1
completa,2,REJECT,1
preguntas,2,REJECT,1
hood,2,REJECT,1
exalted,2,REJECT,1
tongue,2,REJECT,1
imam,2,REJECT,1
pronouncing,2,REJECT,1
unintentional,2,REJECT,1
subconsciously,2,REJECT,1
suppression,2,REJECT,1
suppressed,2,REJECT,1
commitment,2,REJECT,1
pragmatic,2,REJECT,1
centres,2,REJECT,1
tumour,2,REJECT,1
parkinson,2,REJECT,1
wondered,2,REJECT,1
intact,2,REJECT,1
accountant,2,REJECT,1
posed,2,REJECT,1
founder,2,REJECT,1
languages,2,REJECT,1
favourite,2,REJECT,1
rebound,2,REJECT,1
relativistic,2,REJECT,1
stp,2,REJECT,1
conductivity,2,REJECT,1
clo,2,REJECT,1
committal,2,REJECT,1
proceeding,2,REJECT,1
proceedings,2,REJECT,1
2c,2,REJECT,1
adoption,2,REJECT,1
meals,2,REJECT,1
tons,2,REJECT,1
shearing,2,REJECT,1
recordings,2,REJECT,1
interviews,2,REJECT,1
fashioned,2,REJECT,1
nail,2,REJECT,1
striped,2,REJECT,1
pyjamas,2,REJECT,1
jewish,2,REJECT,1
weren't,2,REJECT,1
skip,2,REJECT,1
7b,2,REJECT,1
altitude,2,REJECT,1
pandemic,2,REJECT,1
communicators,2,REJECT,1
websites,2,REJECT,1
dedicated,2,REJECT,1
introducing,2,REJECT,1
highlight,2,REJECT,1
communicates,2,REJECT,1
accelerates,2,REJECT,1
packaged,2,REJECT,1
khz,2,REJECT,1
pushing,2,REJECT,1
batteries,2,REJECT,1
elementary,2,REJECT,1
neurobehavioral,2,REJECT,1
reviewed,2,REJECT,1
pointed,2,REJECT,1
extensively,2,REJECT,1
psychotropic,2,REJECT,1
canvas,2,REJECT,1
comorbid,2,REJECT,1
impoverished,2,REJECT,1
lincoln,2,REJECT,1
imposes,2,REJECT,1
shaded,2,REJECT,1
grating,2,REJECT,1
cease,2,REJECT,1
academically,2,REJECT,1
interviewed,2,REJECT,1
methodology,2,REJECT,1
kicking,2,REJECT,1
fell,2,REJECT,1
hematopoietic,2,REJECT,1
deuterium,2,REJECT,1
figs,2,REJECT,1
jumping,2,REJECT,1
gilles,2,REJECT,1
interchangeably,2,REJECT,1
neck,2,REJECT,1
fostering,2,REJECT,1
mobility,2,REJECT,1
endurance,2,REJECT,1
inclination,2,REJECT,1
mx,2,REJECT,1
evenly,2,REJECT,1
plz,2,REJECT,1
alarm,2,REJECT,1
nicer,2,REJECT,1
cardiac,2,REJECT,1
reasoned,2,REJECT,1
screwdriver,2,REJECT,1
bird's,2,REJECT,1
invited,2,REJECT,1
listened,2,REJECT,1
advancements,2,REJECT,1
branches,2,REJECT,1
sugars,2,REJECT,1
max,2,REJECT,1
autosomes,2,REJECT,1
recessive,2,REJECT,1
compress,2,REJECT,1
kx,2,REJECT,1
talent,2,REJECT,1
host,2,REJECT,1
loading,2,REJECT,1
finch,2,REJECT,1
homologous,2,REJECT,1
embryos,2,REJECT,1
4th,2,REJECT,1
decade,2,REJECT,1
scratching,2,REJECT,1
combinations,2,REJECT,1
pod,2,REJECT,1
alleles,2,REJECT,1
flower,2,REJECT,1
wrinkled,2,REJECT,1
genotypes,2,REJECT,1
temptations,2,REJECT,1
apr,2,REJECT,1
pious,2,REJECT,1
fundamentalism,2,REJECT,1
judgements,2,REJECT,1
purely,2,REJECT,1
mmhg,2,REJECT,1
inorganic,2,REJECT,1
microbiological,2,REJECT,1
microorganisms,2,REJECT,1
turning,2,REJECT,1
yelling,2,REJECT,1
slightly,2,REJECT,1
persisting,2,REJECT,1
facilitate,2,REJECT,1
tying,2,REJECT,1
upright,2,REJECT,1
assigning,2,REJECT,1
teased,2,REJECT,1
poetry,2,REJECT,1
cooking,2,REJECT,1
mainland,2,REJECT,1
calculated,2,REJECT,1
6y,2,REJECT,1
schooling,2,REJECT,1
visualization,2,REJECT,1
daydreaming,2,REJECT,1
lateral,2,REJECT,1
messy,2,REJECT,1
professionally,2,REJECT,1
incidents,2,REJECT,1
succeeding,2,REJECT,1
spielberg,2,REJECT,1
accommodated,2,REJECT,1
reads,2,REJECT,1
polygon,2,REJECT,1
anser,2,REJECT,1
prophase,2,REJECT,1
telophase,2,REJECT,1
haven,2,REJECT,1
horrible,2,REJECT,1
engineers,2,REJECT,1
dyscalculics,2,REJECT,1
acetic,2,REJECT,1
titrated,2,REJECT,1
inertial,2,REJECT,1
courage,2,REJECT,1
overlap,2,REJECT,1
squares,2,REJECT,1
suck,2,REJECT,1
enrolled,2,REJECT,1
integral,2,REJECT,1
conversely,2,REJECT,1
negligence,2,REJECT,1
academics,2,REJECT,1
estimating,2,REJECT,1
retain,2,REJECT,1
journalist,2,REJECT,1
delay,2,REJECT,1
grip,2,REJECT,1
unusually,2,REJECT,1
chief,2,REJECT,1
ahead,2,REJECT,1
you'll,2,REJECT,1
hierarchy,2,REJECT,1
unconstitutional,2,REJECT,1
laid,2,REJECT,1
bench,2,REJECT,1
judges,2,REJECT,1
landmark,2,REJECT,1
amended,2,REJECT,1
ruled,2,REJECT,1
exhausted,2,REJECT,1
wasting,2,REJECT,1
honor,2,REJECT,1
slothful,2,REJECT,1
demons,2,REJECT,1
listener,2,REJECT,1
intertwined,2,REJECT,1
pituitary,2,REJECT,1
antioxidant,2,REJECT,1
enlargement,2,REJECT,1
meetings,2,REJECT,1
misconduct,2,REJECT,1
conductor,2,REJECT,1
diborane,2,REJECT,1
olympics,2,REJECT,1
