ngram,count,label,n
caused presence,1,REJECT,2
presence three,1,REJECT,2
three instead,1,REJECT,2
instead two,1,REJECT,2
substances describe,1,REJECT,2
describe importance,1,REJECT,2
importance dispersion,1,REJECT,2
dispersion london,1,REJECT,2
london forces,1,REJECT,2
forces dipole,1,REJECT,2
dipole dipole,1,REJECT,2
dipole interactions,1,REJECT,2
interactions hydrogen,1,REJECT,2
hydrogen bonding,1,REJECT,2
bonding mathrm,1,REJECT,2
po force,1,REJECT,2
force required,1,REJECT,2
compress spring,1,REJECT,2
distance given,1,REJECT,2
given kx,1,REJECT,2
kx where,1,REJECT,2
frac text,1,REJECT,2
spring constant,1,REJECT,2
constant text,1,REJECT,2
text preload,1,REJECT,2
preload spring,1,REJECT,2
spring initially,1,REJECT,2
initially compressed,1,REJECT,2
compressed force,1,REJECT,2
force text,1,REJECT,2
text determine,1,REJECT,2
determine work,1,REJECT,2
compress text,1,REJECT,2
cm calculate,1,REJECT,2
calculate mathrm,1,REJECT,2
mathrm poh,1,REJECT,2
poh following,1,REJECT,2
following solutions,1,REJECT,2
solutions circ,1,REJECT,2
mathrm koh,1,REJECT,2
chromosome intellectual,1,REJECT,2
characteristics short,1,REJECT,2
short stature,1,REJECT,2
stature flat,1,REJECT,2
flat face,1,REJECT,2
face single,1,REJECT,2
line palm,1,REJECT,2
hand regards,1,REJECT,2
regards characterless,1,REJECT,2
characterless crucial,1,REJECT,2
acknowledge every,1,REJECT,2
anyone true,1,REJECT,2
true difficulty,1,REJECT,2
communicating expressing,1,REJECT,2
character difficulties,1,REJECT,2
language still,1,REJECT,2
communicate nonverbal,1,REJECT,2
nonverbal means,1,REJECT,2
means facial,1,REJECT,2
expressions body,1,REJECT,2
language gestures,1,REJECT,2
gestures exceptional,1,REJECT,2
exceptional abilities,1,REJECT,2
abilities certain,1,REJECT,2
areas art,1,REJECT,2
music sports,1,REJECT,2
sports individuals,1,REJECT,2
individuals showcase,1,REJECT,2
showcase creativity,1,REJECT,2
creativity talent,1,REJECT,2
talent testament,1,REJECT,2
testament character,1,REJECT,2
character another,1,REJECT,2
aspect consider,1,REJECT,2
consider emotional,1,REJECT,2
emotional social,1,REJECT,2
due developmental,1,REJECT,2
delays mean,1,REJECT,2
character either,1,REJECT,2
either proper,1,REJECT,2
guidance form,1,REJECT,2
relationships create,1,REJECT,2
strong bonds,1,REJECT,2
bonds others,1,REJECT,2
others challenges,1,REJECT,2
settings mean,1,REJECT,2
making friendships,1,REJECT,2
friendships showing,1,REJECT,2
empathy practicing,1,REJECT,2
practicing kindness,1,REJECT,2
kindness conclusion,1,REJECT,2
conclusion unique,1,REJECT,2
individuals set,1,REJECT,2
anyone intellectual,1,REJECT,2
characteristics define,1,REJECT,2
character capable,1,REJECT,2
relationships showcasing,1,REJECT,2
showcasing talents,1,REJECT,2
talents displaying,1,REJECT,2
displaying character,1,REJECT,2
character various,1,REJECT,2
shows position,1,REJECT,2
position versus,1,REJECT,2
experiment two,1,REJECT,2
two air,1,REJECT,2
air carts,1,REJECT,2
carts collide,1,REJECT,2
collide air,1,REJECT,2
track mass,1,REJECT,2
mass air,1,REJECT,2
air cart,1,REJECT,2
cart moving,1,REJECT,2
moving initially,1,REJECT,2
mass cart,1,REJECT,2
cart temperature,1,REJECT,2
kg neon,1,REJECT,2
neon increased,1,REJECT,2
calculate change,1,REJECT,2
total internal,1,REJECT,2
energy neon,1,REJECT,2
neon kj,1,REJECT,2
kj internal,1,REJECT,2
change different,1,REJECT,2
different neon,1,REJECT,2
neon replaced,1,REJECT,2
replaced argon,1,REJECT,2
argon machine,1,REJECT,2
machine amount,1,REJECT,2
work machine,1,REJECT,2
machine performs,1,REJECT,2
performs divided,1,REJECT,2
divided energy,1,REJECT,2
energy input,1,REJECT,2
input machine,1,REJECT,2
determine molecular,1,REJECT,2
molecular geometry,1,REJECT,2
geometry steel,1,REJECT,2
steel part,1,REJECT,2
year similar,1,REJECT,2
similar part,1,REJECT,2
costs quantity,1,REJECT,2
quantity point,1,REJECT,2
point two,1,REJECT,2
two alternatives,1,REJECT,2
alternatives become,1,REJECT,2
become equally,1,REJECT,2
equally costly,1,REJECT,2
costly term,1,REJECT,2
term host,1,REJECT,2
host parasite,1,REJECT,2
parasite mean,1,REJECT,2
data provided,1,REJECT,2
provided seeded,1,REJECT,2
seeded wastewater,1,REJECT,2
wastewater initial,1,REJECT,2
initial mathrm,1,REJECT,2
final days,1,REJECT,2
days mathrm,1,REJECT,2
total volume,1,REJECT,2
mathrm loading,1,REJECT,2
mathrm bod,1,REJECT,2
bod cdot,1,REJECT,2
mathrm hydraulic,1,REJECT,2
hydraulic retention,1,REJECT,2
time days,1,REJECT,2
assuming loading,1,REJECT,2
rate reflects,1,REJECT,2
reflects average,1,REJECT,2
average conditions,1,REJECT,2
conditions next,1,REJECT,2
next days,1,REJECT,2
days bod,1,REJECT,2
bod wastewater,1,REJECT,2
wastewater decrease,1,REJECT,2
decrease acceptable,1,REJECT,2
levels additional,1,REJECT,2
additional retention,1,REJECT,2
time necessary,1,REJECT,2
necessary consume,1,REJECT,2
consume bod,1,REJECT,2
bod acceptable,1,REJECT,2
levels describe,1,REJECT,2
ways active,1,REJECT,2
active immunity,1,REJECT,2
immunity acquired,1,REJECT,2
acquired common,1,REJECT,2
common question,1,REJECT,2
answer woodpecker,1,REJECT,2
woodpecker finch,1,REJECT,2
finch warbler,1,REJECT,2
warbler finch,1,REJECT,2
finch different,1,REJECT,2
different species,1,REJECT,2
species following,1,REJECT,2
following conclude,1,REJECT,2
conclude two,1,REJECT,2
two birds,1,REJECT,2
birds cannot,1,REJECT,2
cannot interbreed,1,REJECT,2
interbreed lack,1,REJECT,2
lack common,1,REJECT,2
common ancestor,1,REJECT,2
ancestor lack,1,REJECT,2
lack homologous,1,REJECT,2
homologous structures,1,REJECT,2
structures different,1,REJECT,2
different embryos,1,REJECT,2
doubt hard,1,REJECT,2
answer bible,1,REJECT,2
gives clear,1,REJECT,2
clear indication,1,REJECT,2
indication none,1,REJECT,2
none holy,1,REJECT,2
holy sin,1,REJECT,2
sin part,1,REJECT,2
part nature,1,REJECT,2
nature bible,1,REJECT,2
gives indication,1,REJECT,2
indication god,1,REJECT,2
sin creating,1,REJECT,2
creating giving,1,REJECT,2
giving unique,1,REJECT,2
gifts talents,1,REJECT,2
talents reason,1,REJECT,2
reason children,1,REJECT,2
children like,1,REJECT,2
like emma,1,REJECT,2
emma first,1,REJECT,2
first reason,1,REJECT,2
reason come,1,REJECT,2
up like,1,REJECT,2
like call,1,REJECT,2
call test,1,REJECT,2
babies first,1,REJECT,2
first talked,1,REJECT,2
talked test,1,REJECT,2
babies it's,1,REJECT,2
hard believe,1,REJECT,2
tube baby,1,REJECT,2
baby lived,1,REJECT,2
lived healthy,1,REJECT,2
healthy emma,1,REJECT,2
emma scientific,1,REJECT,2
scientific explanation,1,REJECT,2
explanation abnormalities,1,REJECT,2
abnormalities faces,1,REJECT,2
faces gives,1,REJECT,2
gives god,1,REJECT,2
god space,1,REJECT,2
space mind,1,REJECT,2
mind test,1,REJECT,2
test loving,1,REJECT,2
patient romans,1,REJECT,2
romans james,1,REJECT,2
james peter,1,REJECT,2
peter peter,1,REJECT,2
peter see,1,REJECT,2
see god,1,REJECT,2
god knew,1,REJECT,2
knew relationship,1,REJECT,2
patient loving,1,REJECT,2
loving trusting,1,REJECT,2
trusting given,1,REJECT,2
given normal,1,REJECT,2
child special,1,REJECT,2
needs tests,1,REJECT,2
tests loving,1,REJECT,2
patient trusting,1,REJECT,2
trusting truly,1,REJECT,2
truly believe,1,REJECT,2
god sovereign,1,REJECT,2
sovereign lives,1,REJECT,2
lives believe,1,REJECT,2
believe give,1,REJECT,2
give perfect,1,REJECT,2
perfect gift,1,REJECT,2
gift available,1,REJECT,2
available second,1,REJECT,2
second reason,1,REJECT,2
reason tend,1,REJECT,2
tend see,1,REJECT,2
see miracles,1,REJECT,2
miracles big,1,REJECT,2
big things,1,REJECT,2
things raising,1,REJECT,2
raising dead,1,REJECT,2
dead healing,1,REJECT,2
healing sick,1,REJECT,2
sick forth,1,REJECT,2
forth emma,1,REJECT,2
emma miracle,1,REJECT,2
miracle fact,1,REJECT,2
fact emma,1,REJECT,2
emma small,1,REJECT,2
small miracle,1,REJECT,2
miracle small,1,REJECT,2
small normal,1,REJECT,2
normal miracle,1,REJECT,2
miracle children,1,REJECT,2
children bigger,1,REJECT,2
bigger miracles,1,REJECT,2
miracles take,1,REJECT,2
take granted,1,REJECT,2
granted emma,1,REJECT,2
emma teaches,1,REJECT,2
teaches miracle,1,REJECT,2
miracle truly,1,REJECT,2
truly years,1,REJECT,2
years opened,1,REJECT,2
opened eyes,1,REJECT,2
miracles occur,1,REJECT,2
occur around,1,REJECT,2
around emma,1,REJECT,2
emma helped,1,REJECT,2
helped open,1,REJECT,2
miracles lives,1,REJECT,2
lives encounter,1,REJECT,2
encounter daily,1,REJECT,2
lives probably,1,REJECT,2
probably ignored,1,REJECT,2
ignored miracles,1,REJECT,2
miracles however,1,REJECT,2
however limited,1,REJECT,2
limited god,1,REJECT,2
god placed,1,REJECT,2
placed circle,1,REJECT,2
circle world,1,REJECT,2
around filled,1,REJECT,2
filled special,1,REJECT,2
needs wheelchairs,1,REJECT,2
wheelchairs blind,1,REJECT,2
blind deaf,1,REJECT,2
deaf mentally,1,REJECT,2
mentally retarded,1,REJECT,2
retarded tend,1,REJECT,2
tend aware,1,REJECT,2
aware others,1,REJECT,2
around greater,1,REJECT,2
awareness living,1,REJECT,2
living special,1,REJECT,2
needs seem,1,REJECT,2
seem patient,1,REJECT,2
patient special,1,REJECT,2
special place,1,REJECT,2
place hearts,1,REJECT,2
hearts realize,1,REJECT,2
normal citizens,1,REJECT,2
citizens kept,1,REJECT,2
away first,1,REJECT,2
define genetic,1,REJECT,2
delays health,1,REJECT,2
problems experience,1,REJECT,2
impairment making,1,REJECT,2
challenging function,1,REJECT,2
false perception,1,REJECT,2
perception disorder,1,REJECT,2
violent unpredictable,1,REJECT,2
unpredictable behaviors,1,REJECT,2
shows capable,1,REJECT,2
capable regulating,1,REJECT,2
disorder reality,1,REJECT,2
reality unpredictable,1,REJECT,2
skills mean,1,REJECT,2
unpredictable keeping,1,REJECT,2
keeping away,1,REJECT,2
away society,1,REJECT,2
society perpetuates,1,REJECT,2
perpetuates idea,1,REJECT,2
inferior undeserving,1,REJECT,2
undeserving inclusion,1,REJECT,2
inclusion instead,1,REJECT,2
where participate,1,REJECT,2
activities contribute,1,REJECT,2
inaccurate perceptions,1,REJECT,2
perceptions instead,1,REJECT,2
challenges abilities,1,REJECT,2
abilities strive,1,REJECT,2
strive inclusive,1,REJECT,2
going write,1,REJECT,2
write paper,1,REJECT,2
paper like,1,REJECT,2
like points,1,REJECT,2
points start,1,REJECT,2
start writing,1,REJECT,2
writing rights,1,REJECT,2
rights reasons,1,REJECT,2
reasons rights,1,REJECT,2
rights ensure,1,REJECT,2
ensure rights,1,REJECT,2
delusion like,1,REJECT,2
like game,1,REJECT,2
game way,1,REJECT,2
help td,1,REJECT,2
td excuse,1,REJECT,2
excuse understand,1,REJECT,2
understand td,1,REJECT,2
td call,1,REJECT,2
call stupid,1,REJECT,2
stupid mean,1,REJECT,2
mean organic,1,REJECT,2
organic defect,1,REJECT,2
defect cannot,1,REJECT,2
cannot influenced,1,REJECT,2
influenced anything,1,REJECT,2
anything ocd,1,REJECT,2
ocd way,1,REJECT,2
way delusion,1,REJECT,2
delusion part,1,REJECT,2
brain sign,1,REJECT,2
sign crazy,1,REJECT,2
crazy ocd,1,REJECT,2
thoughts try,1,REJECT,2
hide show,1,REJECT,2
show off,1,REJECT,2
off behavior,1,REJECT,2
behavior unlike,1,REJECT,2
unlike td,1,REJECT,2
td td,1,REJECT,2
td mental,1,REJECT,2
mental problem,1,REJECT,2
defect fault,1,REJECT,2
fault suggest,1,REJECT,2
suggest read,1,REJECT,2
read make,1,REJECT,2
fun illnesses,1,REJECT,2
way game,1,REJECT,2
game fun,1,REJECT,2
fun can't,1,REJECT,2
stop playing,1,REJECT,2
playing 4th,1,REJECT,2
4th one,1,REJECT,2
one diagnosed,1,REJECT,2
diagnosed desorder,1,REJECT,2
desorder really,1,REJECT,2
appreciate putting,1,REJECT,2
putting website,1,REJECT,2
website up,1,REJECT,2
up love,1,REJECT,2
love website,1,REJECT,2
website haven't,1,REJECT,2
yet think,1,REJECT,2
think haven't,1,REJECT,2
yet though,1,REJECT,2
though thanks,1,REJECT,2
thanks site,1,REJECT,2
site loved,1,REJECT,2
loved love,1,REJECT,2
love webiste,1,REJECT,2
webiste somebody,1,REJECT,2
somebody send,1,REJECT,2
send game,1,REJECT,2
game mild,1,REJECT,2
mild twitchy,1,REJECT,2
twitchy maybe,1,REJECT,2
maybe decade,1,REJECT,2
decade look,1,REJECT,2
back old,1,REJECT,2
old pictures,1,REJECT,2
pictures videos,1,REJECT,2
videos clear,1,REJECT,2
clear long,1,REJECT,2
though didn't,1,REJECT,2
didn't notice,1,REJECT,2
notice years,1,REJECT,2
ago thought,1,REJECT,2
thought stroke,1,REJECT,2
stroke cure,1,REJECT,2
cure tried,1,REJECT,2
tried several,1,REJECT,2
several solutions,1,REJECT,2
solutions book,1,REJECT,2
called overcoming,1,REJECT,2
overcoming tics,1,REJECT,2
tics self,1,REJECT,2
self guided,1,REJECT,2
guided psychotherapy,1,REJECT,2
psychotherapy programme,1,REJECT,2
programme adolescents,1,REJECT,2
adolescents written,1,REJECT,2
written james,1,REJECT,2
james taylor,1,REJECT,2
taylor jonathan,1,REJECT,2
jonathan tarrier,1,REJECT,2
tarrier first,1,REJECT,2
first solution,1,REJECT,2
solution tolerant,1,REJECT,2
tolerant small,1,REJECT,2
small body,1,REJECT,2
body twitches,1,REJECT,2
twitches thought,1,REJECT,2
thought going,1,REJECT,2
worse get,1,REJECT,2
scared stroke,1,REJECT,2
stroke guess,1,REJECT,2
guess made,1,REJECT,2
made care,1,REJECT,2
care probably,1,REJECT,2
probably subconsciously,1,REJECT,2
subconsciously stopped,1,REJECT,2
stopped didn't,1,REJECT,2
didn't really,1,REJECT,2
really make,1,REJECT,2
easier manage,1,REJECT,2
manage next,1,REJECT,2
next one,1,REJECT,2
one talk,1,REJECT,2
talk parents,1,REJECT,2
parents doctors,1,REJECT,2
doctors helped,1,REJECT,2
helped nothing,1,REJECT,2
looks wrong,1,REJECT,2
wrong suppose,1,REJECT,2
suppose started,1,REJECT,2
started understanding,1,REJECT,2
way body,1,REJECT,2
feel calmer,1,REJECT,2
calmer probably,1,REJECT,2
prove manifestations,1,REJECT,2
manifestations term,1,REJECT,2
term tick,1,REJECT,2
tick common,1,REJECT,2
common way,1,REJECT,2
describe sudden,1,REJECT,2
sudden non,1,REJECT,2
non functional,1,REJECT,2
functional movement,1,REJECT,2
movement try,1,REJECT,2
cope psychological,1,REJECT,2
psychological discomfort,1,REJECT,2
discomfort compulsion,1,REJECT,2
compulsion move,1,REJECT,2
move similar,1,REJECT,2
similar scratching,1,REJECT,2
scratching itch,1,REJECT,2
itch common,1,REJECT,2
expressions blinking,1,REJECT,2
grimacing puckering,1,REJECT,2
puckering mouth,1,REJECT,2
mouth shoulder,1,REJECT,2
shoulder movements,1,REJECT,2
movements shrugging,1,REJECT,2
shrugging one,1,REJECT,2
one shoulders,1,REJECT,2
shoulders body,1,REJECT,2
body jerking,1,REJECT,2
jerking one,1,REJECT,2
one arms,1,REJECT,2
legs sounds,1,REJECT,2
sounds grunting,1,REJECT,2
grunting throat,1,REJECT,2
clearing majority,1,REJECT,2
majority tics,1,REJECT,2
simple nature,1,REJECT,2
nature involve,1,REJECT,2
involve one,1,REJECT,2
one movement,1,REJECT,2
sound however,1,REJECT,2
sometimes tics,1,REJECT,2
tics complex,1,REJECT,2
complex involving,1,REJECT,2
involving combinations,1,REJECT,2
combinations sounds,1,REJECT,2
tics appear,1,REJECT,2
appear disappear,1,REJECT,2
disappear time,1,REJECT,2
time periods,1,REJECT,2
periods tics,1,REJECT,2
tics frequent,1,REJECT,2
frequent appear,1,REJECT,2
appear continuously,1,REJECT,2
continuously episodes,1,REJECT,2
episodes remission,1,REJECT,2
remission lessening,1,REJECT,2
lessening removal,1,REJECT,2
removal happen,1,REJECT,2
go several,1,REJECT,2
several months,1,REJECT,2
years where,1,REJECT,2
completely free,1,REJECT,2
free tics,1,REJECT,2
probability f2,1,REJECT,2
f2 offspring,1,REJECT,2
offspring green,1,REJECT,2
green pod,1,REJECT,2
pod color,1,REJECT,2
color smooth,1,REJECT,2
smooth pod,1,REJECT,2
pod shape,1,REJECT,2
shape explain,1,REJECT,2
explain review,1,REJECT,2
review em,1,REJECT,2
em dominant,1,REJECT,2
dominant alleles,1,REJECT,2
alleles control,1,REJECT,2
control expression,1,REJECT,2
expression flower,1,REJECT,2
flower color,1,REJECT,2
color shape,1,REJECT,2
shape pea,1,REJECT,2
pea plants,1,REJECT,2
plants alleles,1,REJECT,2
alleles co,1,REJECT,2
co dominant,1,REJECT,2
dominant recessive,1,REJECT,2
recessive white,1,REJECT,2
white characteristics,1,REJECT,2
characteristics ww,1,REJECT,2
green round,1,REJECT,2
yellow wrinkled,1,REJECT,2
green wrinkled,1,REJECT,2
yellow round,1,REJECT,2
green smooth,1,REJECT,2
smooth ww,1,REJECT,2
yellow smooth,1,REJECT,2
smooth double,1,REJECT,2
double heterozygous,1,REJECT,2
heterozygous genotypes,1,REJECT,2
genotypes em,1,REJECT,2
em count,1,REJECT,2
count vowels,1,REJECT,2
consonants em,1,REJECT,2
em assume,1,REJECT,2
assume letters,1,REJECT,2
letters vowels,1,REJECT,2
vowels write,1,REJECT,2
string displays,1,REJECT,2
displays number,1,REJECT,2
consonants string,1,REJECT,2
string code,1,REJECT,2
code enter,1,REJECT,2
string programming,1,REJECT,2
programming fun,1,REJECT,2
fun number,1,REJECT,2
vowels number,1,REJECT,2
number consonants,1,REJECT,2
consonants code,1,REJECT,2
concentration molarity,1,REJECT,2
naoh solution,1,REJECT,2
solution needed,1,REJECT,2
needed neutralize,1,REJECT,2
mathrm mcl,1,REJECT,2
mcl solution,1,REJECT,2
simple quick,1,REJECT,2
quick movements,1,REJECT,2
movements eye,1,REJECT,2
complex prolonged,1,REJECT,2
prolonged movements,1,REJECT,2
movements throwing,1,REJECT,2
throwing head,1,REJECT,2
head back,1,REJECT,2
back making,1,REJECT,2
making vocal,1,REJECT,2
vocal sounds,1,REJECT,2
deficient assumption,1,REJECT,2
assumption tics,1,REJECT,2
sudden somehow,1,REJECT,2
somehow incapable,1,REJECT,2
morally acceptable,1,REJECT,2
acceptable manner,1,REJECT,2
manner however,1,REJECT,2
assumption flawed,1,REJECT,2
firstly tics,1,REJECT,2
tics caused,1,REJECT,2
character reasoning,1,REJECT,2
reasoning ability,1,REJECT,2
ability rather,1,REJECT,2
decisions simply,1,REJECT,2
simply want,1,REJECT,2
want secondly,1,REJECT,2
secondly moral,1,REJECT,2
deficiencies exhibit,1,REJECT,2
exhibit unique,1,REJECT,2
regardless neurological,1,REJECT,2
face moral,1,REJECT,2
moral challenges,1,REJECT,2
challenges temptations,1,REJECT,2
temptations throughout,1,REJECT,2
lives fact,1,REJECT,2
someone neurological,1,REJECT,2
neurological automatically,1,REJECT,2
deficient finally,1,REJECT,2
impact stigma,1,REJECT,2
individuals labeled,1,REJECT,2
neurological risk,1,REJECT,2
risk ostracized,1,REJECT,2
ostracized marginalized,1,REJECT,2
marginalized society,1,REJECT,2
hopelessness further,1,REJECT,2
exacerbate individual's,1,REJECT,2
deficient tics,1,REJECT,2
control treated,1,REJECT,2
differently individual,1,REJECT,2
individual medical,1,REJECT,2
struggle little,1,REJECT,2
little stronger,1,REJECT,2
stronger judge,1,REJECT,2
conditions keep,1,REJECT,2
keep healthy,1,REJECT,2
healthy environment,1,REJECT,2
everyone affected,1,REJECT,2
affected living,1,REJECT,2
living paper,1,REJECT,2
paper going,1,REJECT,2
going elaborate,1,REJECT,2
elaborate cope,1,REJECT,2
cope tourette,1,REJECT,2
syndrome suffer,1,REJECT,2
needs live,1,REJECT,2
able accept,1,REJECT,2
accept things,1,REJECT,2
things day,1,REJECT,2
day problem,1,REJECT,2
problem tourette,1,REJECT,2
syndrome managed,1,REJECT,2
problems performing,1,REJECT,2
activities tourette,1,REJECT,2
tourette known,1,REJECT,2
known uncontrollable,1,REJECT,2
uncontrollable one,1,REJECT,2
one like,1,REJECT,2
stop really,1,REJECT,2
nothing someone,1,REJECT,2
someone find,1,REJECT,2
find need,1,REJECT,2
make certain,1,REJECT,2
certain movement,1,REJECT,2
sound tics,1,REJECT,2
things tics,1,REJECT,2
tics present,1,REJECT,2
stressed go,1,REJECT,2
away minutes,1,REJECT,2
minutes example,1,REJECT,2
example stressed,1,REJECT,2
stressed take,1,REJECT,2
break stressing,1,REJECT,2
stressing notice,1,REJECT,2
notice tics,1,REJECT,2
tics completely,1,REJECT,2
gone purpose,1,REJECT,2
purpose tourette,1,REJECT,2
tourette mental,1,REJECT,2
mental mostly,1,REJECT,2
mostly auto,1,REJECT,2
auto immune,1,REJECT,2
immune disease,1,REJECT,2
disease things,1,REJECT,2
things hard,1,REJECT,2
hard well,1,REJECT,2
well inconvenient,1,REJECT,2
inconvenient even,1,REJECT,2
though treatments,1,REJECT,2
treatments really,1,REJECT,2
stop prevent,1,REJECT,2
prevent tics,1,REJECT,2
tics day,1,REJECT,2
day thing,1,REJECT,2
thing either,1,REJECT,2
either everyday,1,REJECT,2
everyday thing,1,REJECT,2
suffers mental,1,REJECT,2
physical two,1,REJECT,2
tics physical,1,REJECT,2
physical behaviors,1,REJECT,2
behaviors vocal,1,REJECT,2
tics sounds,1,REJECT,2
sounds although,1,REJECT,2
although tics,1,REJECT,2
motor still,1,REJECT,2
still involuntary,1,REJECT,2
two motor,1,REJECT,2
tics blinking,1,REJECT,2
blinking rapidly,1,REJECT,2
rapidly however,1,REJECT,2
however hard,1,REJECT,2
controlling ticks,1,REJECT,2
ticks worried,1,REJECT,2
worried tourette,1,REJECT,2
tourette middle,1,REJECT,2
paper symptoms,1,REJECT,2
symptoms tourette,1,REJECT,2
tourette interested,1,REJECT,2
interested reading,1,REJECT,2
reading test,1,REJECT,2
test take,1,REJECT,2
take online,1,REJECT,2
online tourette,1,REJECT,2
tourette disease,1,REJECT,2
disease know,1,REJECT,2
know tourette,1,REJECT,2
syndrome web,1,REJECT,2
web apr,1,REJECT,2
apr video,1,REJECT,2
video saw,1,REJECT,2
saw interesting,1,REJECT,2
interesting tou,1,REJECT,2
tics medical,1,REJECT,2
condition really,1,REJECT,2
really control,1,REJECT,2
control drugs,1,REJECT,2
drugs easy,1,REJECT,2
easy control,1,REJECT,2
control live,1,REJECT,2
live blame,1,REJECT,2
elaborate cite,1,REJECT,2
cite chapter,1,REJECT,2
chapter firstly,1,REJECT,2
blinking shrugging,1,REJECT,2
shrugging shoulders,1,REJECT,2
shoulders complex,1,REJECT,2
like jerking,1,REJECT,2
jerking hitting,1,REJECT,2
hitting oneself,1,REJECT,2
oneself now,1,REJECT,2
seen religious,1,REJECT,2
interpretation religions,1,REJECT,2
religions believed,1,REJECT,2
believed god,1,REJECT,2
god rewards,1,REJECT,2
rewards pious,1,REJECT,2
pious punish,1,REJECT,2
punish sinful,1,REJECT,2
therefore see,1,REJECT,2
see tics,1,REJECT,2
tics punishment,1,REJECT,2
punishment curse,1,REJECT,2
following religious,1,REJECT,2
teachings believe,1,REJECT,2
wrath therefore,1,REJECT,2
therefore needs,1,REJECT,2
needs repent,1,REJECT,2
repent ask,1,REJECT,2
ask forgiveness,1,REJECT,2
forgiveness however,1,REJECT,2
interpretation based,1,REJECT,2
medical knowledge,1,REJECT,2
knowledge neurological,1,REJECT,2
condition studied,1,REJECT,2
studied extensively,1,REJECT,2
extensively scientists,1,REJECT,2
scientists healthcare,1,REJECT,2
professionals caused,1,REJECT,2
complex interaction,1,REJECT,2
interaction genetics,1,REJECT,2
environment nervous,1,REJECT,2
system conclusion,1,REJECT,2
beliefs attribute,1,REJECT,2
attribute god's,1,REJECT,2
evidence legitimate,1,REJECT,2
explanation condition,1,REJECT,2
instead approached,1,REJECT,2
approached neurological,1,REJECT,2
based evidence,1,REJECT,2
evidence however,1,REJECT,2
perpetuated social,1,REJECT,2
understanding nature,1,REJECT,2
nature neurological,1,REJECT,2
perceived facing,1,REJECT,2
wrath presence,1,REJECT,2
vocalizations repeated,1,REJECT,2
repeated suppressed,1,REJECT,2
suppressed tics,1,REJECT,2
tics socially,1,REJECT,2
socially disruptive,1,REJECT,2
disruptive affected,1,REJECT,2
embarrassment interpreted,1,REJECT,2
interpreted sign,1,REJECT,2
sin bad,1,REJECT,2
remember tics,1,REJECT,2
tics choice,1,REJECT,2
choice affected,1,REJECT,2
shown disorders,1,REJECT,2
often inherited,1,REJECT,2
inherited linked,1,REJECT,2
linked genetic,1,REJECT,2
suggesting result,1,REJECT,2
failings personal,1,REJECT,2
wrath inflicted,1,REJECT,2
inflicted form,1,REJECT,2
form religious,1,REJECT,2
fundamentalism harmful,1,REJECT,2
stigmatizing take,1,REJECT,2
account complexity,1,REJECT,2
complexity neurological,1,REJECT,2
disorders ignores,1,REJECT,2
evidence misguided,1,REJECT,2
misguided notion,1,REJECT,2
notion lead,1,REJECT,2
approach neurological,1,REJECT,2
disorders empathy,1,REJECT,2
understanding recognize,1,REJECT,2
fundamentalism used,1,REJECT,2
used basis,1,REJECT,2
basis judging,1,REJECT,2
judging discriminating,1,REJECT,2
discriminating individuals,1,REJECT,2
rather education,1,REJECT,2
support acceptance,1,REJECT,2
acceptance help,1,REJECT,2
therefore best,1,REJECT,2
best avoid,1,REJECT,2
assumptions instead,1,REJECT,2
hence punished,1,REJECT,2
punished almighty,1,REJECT,2
almighty sins,1,REJECT,2
lives write,1,REJECT,2
involves repetitive,1,REJECT,2
sudden sometimes,1,REJECT,2
sometimes uncontrollable,1,REJECT,2
blinking throat,1,REJECT,2
clearing quite,1,REJECT,2
quite disruptive,1,REJECT,2
disruptive person's,1,REJECT,2
lives fascinating,1,REJECT,2
fascinating one,1,REJECT,2
one scientific,1,REJECT,2
claim interesting,1,REJECT,2
interesting way,1,REJECT,2
interpretation theme,1,REJECT,2
theme punished,1,REJECT,2
god committed,1,REJECT,2
committed terrible,1,REJECT,2
sin past,1,REJECT,2
lives sin,1,REJECT,2
sin anything,1,REJECT,2
anything murder,1,REJECT,2
murder adultery,1,REJECT,2
adultery god,1,REJECT,2
interpretation punished,1,REJECT,2
god lived,1,REJECT,2
expectations perhaps,1,REJECT,2
perhaps moral,1,REJECT,2
moral pious,1,REJECT,2
pious god,1,REJECT,2
god using,1,REJECT,2
tics way,1,REJECT,2
way reminding,1,REJECT,2
reminding improve,1,REJECT,2
improve behavior,1,REJECT,2
behavior course,1,REJECT,2
course interpretations,1,REJECT,2
interpretations purely,1,REJECT,2
purely speculative,1,REJECT,2
speculative cannot,1,REJECT,2
cannot proven,1,REJECT,2
proven however,1,REJECT,2
interesting ways,1,REJECT,2
ways looking,1,REJECT,2
misunderstood stigmatized,1,REJECT,2
stigmatized important,1,REJECT,2
remember cursed,1,REJECT,2
cursed punished,1,REJECT,2
dealing medical,1,REJECT,2
mass ideal,1,REJECT,2
grams sample,1,REJECT,2
sample gas,1,REJECT,2
volume text,1,REJECT,2
text ml,1,REJECT,2
ml degrees,1,REJECT,2
degrees celsius,1,REJECT,2
celsius text,1,REJECT,2
text mmhg,1,REJECT,2
mmhg name,1,REJECT,2
characteristics unique,1,REJECT,2
unique anthropoids,1,REJECT,2
anthropoids difference,1,REJECT,2
difference initial,1,REJECT,2
rate instantaneous,1,REJECT,2
instantaneous rate,1,REJECT,2
difference organic,1,REJECT,2
